SKU,EAN,"OLD EAN",stock
KF238643,8809811860078,8809811860078,10
KF238644,8809811859843,8809811859843,6
KF238645,8809811859850,8809811859850,10
KF239884,0765105269195,0765105269195,0
KF238692,0765105269201,0765105269201,10
KF238693,0765105269218,0765105269218,10
KF238683,843439113374,843439113374,2
KF238684,0765105269225,0765105269225,10
KF238690,6902048243057,6902048243057,10
KF238691,6902048243088,6902048243088,6
KF238733,6902048241657,6902048241657,7
KF238689,6902048245693,6902048245693,8
KF238688,6902048237193,6902048237193,10
KF238687,6902048237223,6902048237223,10
KF238686,6902048222151,6902048222151,10
KF238685,6902048245723,6902048245723,10
KF239837,6902048230477,6902048230477,6
KF238701,6902048237667,6902048237667,2
KF238700,6902048245631,6902048245631,10
KF238699,6902048245655,6902048245655,10
KF238698,6902048245648,6902048245648,10
KF239761,6902048243385,6902048243385,8
KF239760,6902048245617,6902048245617,10
KF238697,6902048243217,6902048243217,10
KF238696,6902048243224,6902048243224,8
KF238695,6902048244153,6902048244153,5
KF238694,6902048222519,6902048222519,10
KF238729,0765105269232,0765105269232,0
KF238728,0765105269249,0765105269249,0
KF238727,0765105269256,0765105269256,0
KF238726,0765105269263,0765105269263,0
KF238735,0765105269270,0765105269270,0
KF239759,6902048243408,6902048243408,8
KF239758,6902048243392,6902048243392,10
KF238702,8809710753181,8809710753181,10
KF238721,8809756643590,8809756643590,0
KF238720,8809756645020,8809756645020,10
KF238719,8809811858785,8809811858785,10
KF238718,8809811858822,8809811858822,10
KF238717,8809811858778,8809811858778,4
KF238716,8809811858891,8809811858891,8
KF238715,8809811858907,8809811858907,8
KF238714,8809811858914,8809811858914,9
KF238713,8809811858921,8809811858921,10
KF238712,8809811859416,8809811859416,6
KF238711,8809811858853,8809811858853,10
KF238710,8809811859317,8809811859317,6
KF238709,8809811860054,8809811860054,9
KF238708,8809811858860,8809811858860,0
KF238707,8809811859874,8809811859874,10
KF238706,8809811859164,8809811859164,8
KF238705,8809811859188,8809811859188,0
KF238704,8809522192468,8809522192468,6
KF238703,8809811859867,8809811859867,10
KF238722,8809811858792,8809811858792,10
KF239885,0765105269287,0765105269287,10
KF238732,0765105269294,0765105269294,10
KF238730,0765105269300,0765105269300,0
KF238731,0765105269317,0765105269317,10
KF238905,0765105269324,0765105269324,0
KF238904,0765105269331,0765105269331,0
KF238903,0765105269348,0765105269348,1
KF238902,0765105269355,0765105269355,10
KF238901,0765105269362,0765105269362,10
KF238900,0765105269379,0765105269379,10
KF238899,0765105269386,0765105269386,10
KF238898,0765105269393,0765105269393,10
KF238897,0765105269409,0765105269409,10
KF238896,0765105269416,0765105269416,10
KF238895,0765105269423,0765105269423,10
KF238894,0765105269430,0765105269430,10
KF238893,0765105269447,0765105269447,10
KF238892,0765105269454,0765105269454,2
KF238891,0765105269461,0765105269461,10
KF238890,0765105269478,0765105269478,10
KF238889,0765105269485,0765105269485,1
KF238888,0765105269492,0765105269492,10
KF238887,0765105269508,0765105269508,10
KF238886,0765105269515,0765105269515,0
KF238885,0765105269522,0765105269522,10
KF238884,0765105269539,0765105269539,0
KF238883,0765105269546,0765105269546,0
KF238882,0765105269553,0765105269553,0
KF238881,0765105269560,0765105269560,10
KF238880,0765105269577,0765105269577,10
KF238879,0765105269584,0765105269584,5
KF238878,0765105269591,0765105269591,6
KF238877,0765105269607,0765105269607,10
KF238876,0765105269614,0765105269614,2
KF238875,0765105269621,0765105269621,10
KF238874,0765105269638,0765105269638,10
KF238873,0765105269645,0765105269645,10
KF238872,0765105269652,0765105269652,2
KF238871,0765105269669,0765105269669,0
KF238870,0765105269676,0765105269676,10
KF238869,0765105269683,0765105269683,1
KF238868,0765105269690,0765105269690,0
KF238867,0765105269706,0765105269706,0
KF238866,0765105269713,0765105269713,0
KF238865,0765105269720,0765105269720,0
KF238864,0765105269737,0765105269737,0
KF238863,0765105269744,0765105269744,10
KF238862,0765105269751,0765105269751,10
KF238861,0765105269768,0765105269768,10
KF238860,0765105269775,0765105269775,10
KF238859,0765105269782,0765105269782,10
KF238858,0765105269799,0765105269799,10
KF238857,0765105269805,0765105269805,0
KF238856,0765105269812,0765105269812,0
KF238855,0765105269829,0765105269829,8
KF238854,0765105269836,0765105269836,9
KF238853,0765105269843,0765105269843,9
KF238852,0765105269850,0765105269850,10
KF238851,0765105269867,0765105269867,4
KF238850,0765105269874,0765105269874,10
KF238849,0765105269881,0765105269881,10
KF238848,0765105269898,0765105269898,3
KF238847,0765105269904,0765105269904,10
KF238846,0765105269911,0765105269911,10
KF238845,0765105269928,0765105269928,5
KF238844,0765105269935,0765105269935,0
KF238843,0765105269942,0765105269942,10
KF238842,0765105269959,0765105269959,10
KF238841,0765105269966,0765105269966,10
KF238840,0765105269973,0765105269973,10
KF238839,0765105269980,0765105269980,10
KF238838,0765105269997,0765105269997,10
KF238837,0765105270009,0765105270009,10
KF238836,0765105270016,0765105270016,10
KF238835,0765105270023,0765105270023,10
KF238834,0765105270030,0765105270030,10
KF238833,0765105270047,0765105270047,6
KF238832,0765105270054,0765105270054,0
KF238831,0765105270061,0765105270061,0
KF238830,0765105270078,0765105270078,8
KF238829,0765105270085,0765105270085,5
KF238828,0765105270092,0765105270092,10
KF238827,0765105270108,0765105270108,10
KF238826,0765105270115,0765105270115,0
KF238825,0765105270122,0765105270122,10
KF238824,0765105270139,0765105270139,0
KF238823,0765105270146,0765105270146,0
KF238822,0765105270153,0765105270153,0
KF238821,0765105270160,0765105270160,10
KF238820,0765105270177,0765105270177,10
KF238819,0765105270184,0765105270184,10
KF239886,0765105270191,0765105270191,0
KF239887,0765105270207,0765105270207,0
KF239888,0765105270214,0765105270214,0
KF238818,0765105270221,0765105270221,2
KF238817,0765105270238,0765105270238,2
KF238816,0765105270245,0765105270245,10
KF239889,0765105270252,0765105270252,0
KF239890,0765105270269,0765105270269,0
KF239891,0765105270276,0765105270276,0
KF238815,0765105270283,0765105270283,8
KF238814,0765105270290,0765105270290,10
KF238813,0765105270306,0765105270306,10
KF238812,0765105270313,0765105270313,10
KF238811,0765105270320,0765105270320,10
KF238810,0765105270337,0765105270337,10
KF238809,0765105270344,0765105270344,0
KF238808,0765105270351,0765105270351,0
KF238807,0765105270368,0765105270368,3
KF238806,0765105270375,0765105270375,10
KF238805,0765105270382,0765105270382,1
KF238804,0765105270399,0765105270399,10
KF238803,0765105270405,0765105270405,2
KF238802,0765105270412,0765105270412,3
KF238801,0765105270429,0765105270429,10
KF239892,0765105270436,0765105270436,0
KF239893,0765105270443,0765105270443,0
KF239894,0765105270450,0765105270450,0
KF238800,0765105270467,0765105270467,10
KF238799,0765105270474,0765105270474,0
KF238798,0765105270481,0765105270481,10
KF238797,0765105270498,0765105270498,10
KF238796,0765105270504,0765105270504,8
KF238795,0765105270511,0765105270511,10
KF238794,0765105270528,0765105270528,10
KF238793,0765105270535,0765105270535,6
KF238792,0765105270542,0765105270542,4
KF239756,0765105270559,0765105270559,10
KF239755,0765105270566,0765105270566,0
KF239754,0765105270573,0765105270573,10
KF239753,0765105270580,0765105270580,10
KF239752,0765105270597,0765105270597,10
KF239751,0765105270603,0765105270603,10
KF239750,0765105270610,0765105270610,10
KF239749,0765105270627,0765105270627,10
KF239748,0765105270634,0765105270634,10
KF239747,0765105270641,0765105270641,10
KF239746,0765105270658,0765105270658,10
KF239745,0765105270665,0765105270665,10
KF239744,0765105270672,0765105270672,10
KF239743,0765105270689,0765105270689,3
KF239742,0765105270696,0765105270696,10
KF239741,0765105270702,0765105270702,10
KF239740,0765105270719,0765105270719,10
KF239739,0765105270726,0765105270726,0
KF239738,0765105270733,0765105270733,0
KF239737,0765105270740,0765105270740,0
KF239736,0765105270757,0765105270757,0
KF239735,0765105270764,0765105270764,0
KF239734,0765105270771,0765105270771,0
KF239733,0765105270788,0765105270788,0
KF239732,0765105270795,0765105270795,10
KF239731,0765105270801,0765105270801,0
KF239730,0765105270818,0765105270818,10
KF239729,0765105270825,0765105270825,10
KF239728,0765105270832,0765105270832,1
KF239727,0765105270849,0765105270849,10
KF239831,8809848208591,8809848208591,10
KF239830,8809848208539,8809848208539,10
KF239829,8809848208652,8809848208652,10
KF239828,8809848208928,8809848208928,10
KF239827,8809848209109,8809848209109,10
KF239533,0765105270856,0765105270856,10
KF239532,0765105270863,0765105270863,10
KF239531,0765105270870,0765105270870,10
KF239530,0765105270887,0765105270887,10
KF239529,0765105270894,0765105270894,10
KF239528,0765105270900,0765105270900,10
KF239527,0765105270917,0765105270917,10
KF239526,0765105270924,0765105270924,10
KF239525,0765105270931,0765105270931,10
KF239524,0765105270948,0765105270948,10
KF239523,0765105270955,0765105270955,10
KF239522,0765105270962,0765105270962,10
KF239521,0765105270979,0765105270979,10
KF239520,0765105270986,0765105270986,10
KF239519,0765105270993,0765105270993,10
KF239518,0765105271006,0765105271006,10
KF239517,0765105271013,0765105271013,10
KF239516,0765105271020,0765105271020,10
KF239515,0765105271037,0765105271037,10
KF239514,0765105271044,0765105271044,10
KF239513,0765105271051,0765105271051,10
KF239512,0765105271068,0765105271068,10
KF239511,0765105271075,0765105271075,10
KF239510,0765105271082,0765105271082,10
KF239509,0765105271099,0765105271099,10
KF239508,0765105271105,0765105271105,10
KF239507,0765105271112,0765105271112,10
KF239506,0765105271129,0765105271129,10
KF239505,0765105271136,0765105271136,10
KF239504,0765105271143,0765105271143,10
KF239503,0765105271150,0765105271150,10
KF239502,0765105271167,0765105271167,10
KF239501,0765105271174,0765105271174,10
KF239500,0765105271181,0765105271181,10
KF239499,0765105271198,0765105271198,10
KF239498,0765105271204,0765105271204,7
KF239497,0765105271211,0765105271211,10
KF239496,0765105271228,0765105271228,10
KF239495,0765105271235,0765105271235,0
KF239494,0765105271242,0765105271242,9
KF239493,0765105271259,0765105271259,10
KF239492,0765105271266,0765105271266,10
KF239491,0765105271273,0765105271273,10
KF239490,0765105271280,0765105271280,10
KF239489,0765105271297,0765105271297,10
KF239488,0765105271303,0765105271303,10
KF239487,0765105271310,0765105271310,10
KF239486,0765105271327,0765105271327,10
KF239485,0765105271334,0765105271334,10
KF239484,0765105271341,0765105271341,10
KF239483,0765105271358,0765105271358,10
KF239482,0765105271365,0765105271365,10
KF239481,0765105271372,0765105271372,10
KF239480,0765105271389,0765105271389,10
KF239479,0765105271396,0765105271396,10
KF239478,0765105271402,0765105271402,10
KF239477,0765105271419,0765105271419,10
KF239476,0765105271426,0765105271426,10
KF239475,0765105271433,0765105271433,10
KF239474,0765105271440,0765105271440,0
KF239473,0765105271457,0765105271457,10
KF239472,0765105271464,0765105271464,10
KF239726,0765105271471,0765105271471,10
KF239725,0765105271488,0765105271488,10
KF239724,0765105271495,0765105271495,10
KF239895,8809848207778,8809848207778,10
KF238737,0765105271501,0765105271501,10
KF238736,0765105271518,0765105271518,10
KF238738,0765105271525,0765105271525,0
KF238762,6934913041086,6934913041086,10
KF238763,6934913041147,6934913041147,3
KF238764,6934913041161,6934913041161,10
KF239452,0765105271532,0765105271532,10
KF238755,859184004867,859184004867,0
KF238750,0765105271549,0765105271549,10
KF238751,0765105271556,0765105271556,10
KF238752,0765105271563,0765105271563,10
KF238753,0765105271570,0765105271570,10
KF238754,6958444974385,6958444974385,0
KF239702,0765105271587,0765105271587,10
KF239871,0765105271594,0765105271594,10
KF239757,0765105271600,0765105271600,10
KF239451,0765105271617,0765105271617,10
KF239723,0765105271624,0765105271624,10
KF239860,0765105271631,0765105271631,10
KF239859,0765105271648,0765105271648,10
KF239858,0765105271655,0765105271655,10
KF239857,0765105271662,0765105271662,10
KF238749,0765105271679,0765105271679,0
KF238748,0765105271686,0765105271686,0
KF238747,0765105271693,0765105271693,0
KF238746,0765105271709,0765105271709,10
KF238745,0765105271716,0765105271716,0
KF238744,0765105271723,0765105271723,10
KF238743,0765105271730,0765105271730,10
KF238742,0765105271747,0765105271747,10
KF238741,0765105271754,0765105271754,7
KF239450,0765105271778,0765105271778,10
KF239846,0765105271785,0765105271785,10
KF239449,0765105271792,0765105271792,10
KF238740,842978145662,842978145662,0
KF239841,0765105271808,0765105271808,10
KF239840,0765105271815,0765105271815,10
KF239839,0765105271822,0765105271822,10
KF239838,0765105271839,0765105271839,9
KF239448,0765105271846,0765105271846,10
KF239447,0765105271853,0765105271853,0
KF239446,0765105271860,0765105271860,0
KF239445,0765105271877,0765105271877,10
KF239444,0765105271884,0765105271884,10
KF239443,0765105271891,0765105271891,10
KF239442,0765105271907,0765105271907,10
KF239707,0765105271914,0765105271914,10
KF239706,0765105271921,0765105271921,10
KF239705,0765105271938,0765105271938,8
KF239704,0765105271945,0765105271945,10
KF239441,0765105271952,0765105271952,10
KF239440,0765105271969,0765105271969,10
KF239439,0765105271976,0765105271976,10
KF239438,0765105271983,0765105271983,10
KF239437,0765105271990,0765105271990,0
KF239875,0765105272003,0765105272003,10
KF239436,0765105272010,0765105272010,0
KF239435,0765105272027,0765105272027,0
KF239434,0765105272034,0765105272034,0
KF239433,0765105272041,0765105272041,0
KF239432,0765105272058,0765105272058,0
KF239431,0765105272065,0765105272065,0
KF239430,0765105272072,0765105272072,10
KF239429,0765105272089,0765105272089,0
KF239428,0765105272096,0765105272096,0
KF239719,0765105272164,0765105272164,10
KF239718,0765105272171,0765105272171,10
KF239717,0765105272188,0765105272188,0
KF239856,0765105272102,0765105272102,3
KF239854,0765105272126,0765105272126,10
KF239853,0765105272133,0765105272133,10
KF239716,0765105272140,0765105272140,0
KF239715,0765105272157,0765105272157,1
KF239427,0765105272195,0765105272195,10
KF239426,0765105272201,0765105272201,10
KF239425,0765105272218,0765105272218,10
KF239832,0765105272225,0765105272225,7
KF239844,0765105272232,0765105272232,10
KF239868,0765105272249,0765105272249,0
KF238767,8809811858693,8809811858693,10
KF238768,8809811861228,8809811861228,5
KF238769,8809811861006,8809811861006,10
KF238770,8809811861044,8809811861044,10
KF238771,8809811861051,8809811861051,10
KF238765,8809811860375,8809811860375,0
KF238766,8809811860382,8809811860382,5
KF238791,0765105272256,0765105272256,10
KF238790,0765105272263,0765105272263,6
KF238789,0765105272270,0765105272270,10
KF238772,0765105272287,0765105272287,10
KF238773,0765105272294,0765105272294,10
KF238775,0765105272300,0765105272300,10
KF239188,0765105272317,0765105272317,10
KF239189,0765105272324,0765105272324,10
KF238774,0765105272331,0765105272331,10
KF239763,0765105272348,0765105272348,10
KF239762,0765105272355,0765105272355,10
KF239896,0765105272362,0765105272362,0
KF239867,0765105272379,0765105272379,0
KF239866,0765105272386,0765105272386,0
KF239865,0765105272393,0765105272393,0
KF239864,0765105272409,0765105272409,10
KF238787,6934913039007,6934913039007,0
KF238788,6934913039342,6934913039342,4
KF238786,6934913040812,6934913040812,6
KF238785,6934913043318,6934913043318,10
KF238784,6934913040935,6934913040935,10
KF238783,6934913039304,6934913039304,0
KF238782,0765105272416,0765105272416,10
KF238781,0765105272423,0765105272423,10
KF238780,0765105272430,0765105272430,10
KF238779,6934913039281,6934913039281,10
KF239824,6934913042267,6934913042267,0
KF238778,6949639105998,6949639105998,0
KF238777,0765105272447,0765105272447,10
KF238776,0765105272454,0765105272454,0
KF239711,0765105272508,0765105272508,0
KF239710,0765105272515,0765105272515,10
KF239709,0765105272522,0765105272522,0
KF239708,0765105272539,0765105272539,0
KF239897,0765105272546,0765105272546,0
KF239874,0765105272553,0765105272553,7
KF239873,0765105272560,0765105272560,0
KF239872,0765105272577,0765105272577,10
KF239722,0765105272584,0765105272584,10
KF239721,0765105272591,0765105272591,10
KF239842,0765105272607,0765105272607,10
KF239845,0765105272614,0765105272614,10
KF239720,0765105272621,0765105272621,10
KF239898,0765105272638,0765105272638,0
KF239899,0765105272645,0765105272645,0
KF239826,0765105272652,0765105272652,0
KF239900,0765105272669,0765105272669,0
KF239901,0765105272676,0765105272676,0
KF239902,0765105272683,0765105272683,0
KF239695,0765105272690,0765105272690,10
KF239694,0765105272706,0765105272706,0
KF239693,0765105272713,0765105272713,0
KF239692,0765105272720,0765105272720,0
KF239691,0765105272737,0765105272737,0
KF239690,0765105272744,0765105272744,10
KF239814,0765105272751,0765105272751,0
KF239813,0765105272768,0765105272768,0
KF239812,0765105272775,0765105272775,0
KF239811,0765105272782,0765105272782,0
KF239810,0765105272799,0765105272799,0
KF239809,0765105272805,0765105272805,0
KF239808,0765105272812,0765105272812,0
KF239807,0765105272829,0765105272829,0
KF239806,0765105272836,0765105272836,0
KF239805,0765105272843,0765105272843,0
KF239804,0765105272850,0765105272850,0
KF239803,0765105272867,0765105272867,0
KF239802,0765105272874,0765105272874,0
KF239801,0765105272881,0765105272881,0
KF239800,0765105272898,0765105272898,0
KF239799,0765105272904,0765105272904,0
KF239798,0765105272911,0765105272911,0
KF239797,0765105272928,0765105272928,0
KF239796,0765105272935,0765105272935,10
KF239795,0765105272942,0765105272942,0
KF239794,0765105272959,0765105272959,0
KF239793,0765105272966,0765105272966,2
KF239792,0765105272973,0765105272973,10
KF239791,0765105272980,0765105272980,3
KF239790,0765105272997,0765105272997,0
KF239789,0765105273000,0765105273000,0
KF239788,0765105273017,0765105273017,0
KF239787,0765105273024,0765105273024,0
KF239786,0765105273031,0765105273031,0
KF239785,0765105273048,0765105273048,0
KF239784,0765105273055,0765105273055,0
KF239783,0765105273062,0765105273062,0
KF239782,0765105273079,0765105273079,0
KF239781,0765105273086,0765105273086,0
KF239780,0765105273093,0765105273093,0
KF239779,0765105273109,0765105273109,0
KF239701,0765105273116,0765105273116,10
KF239700,0765105273123,0765105273123,0
KF239870,0765105273130,0765105273130,0
KF239699,0765105273147,0765105273147,10
KF239714,0765105273154,0765105273154,0
KF239713,0765105273161,0765105273161,10
KF239021,8809811858167,8809811858167,10
KF239015,8809522196909,8809522196909,9
KF239016,8809640253560,8809640253560,10
KF239017,8809640253553,8809640253553,10
KF239018,8809613768824,8809613768824,10
KF239019,8809811857962,8809811857962,10
KF239549,6931474729347,6931474729347,10
KF239548,6931474730978,6931474730978,10
KF239547,6931474747433,6931474747433,0
KF239546,6931474747419,6931474747419,0
KF239327,6931474761316,6931474761316,0
KF239309,6931474765208,6931474765208,10
KF239555,6931474751980,6931474751980,0
KF239313,6931474731012,6931474731012,0
KF239545,6931474752000,6931474752000,0
KF239300,6931474733795,6931474733795,10
KF239544,6931474740564,6931474740564,0
KF239543,6931474738974,6931474738974,0
KF239304,6931474739698,6931474739698,10
KF239542,6931474729361,6931474729361,10
KF239541,6931474729750,6931474729750,0
KF239540,6931474740922,6931474740922,0
KF239231,6931474709141,6931474709141,0
KF239337,6957531064138,6957531064138,10
KF239686,6931474752192,6931474752192,0
KF239338,6957531064121,6957531064121,10
KF239685,6931474752215,6931474752215,10
KF239230,6931474706119,6931474706119,0
KF239684,6931474719157,6931474719157,10
KF239222,6957531089735,6957531089735,0
KF239262,6931474734754,6931474734754,0
KF239683,6957531062844,6957531062844,10
KF239539,6931474711649,6931474711649,10
KF239268,6931474760265,6931474760265,9
KF239236,6931474711694,6931474711694,0
KF239538,6931474761163,6931474761163,10
KF239537,6931474739346,6931474739346,10
KF239536,6931474751966,6931474751966,0
KF239535,6931474747396,6931474747396,0
KF239471,6931474738950,6931474738950,0
KF239688,6931474738899,6931474738899,0
KF239312,6931474730992,6931474730992,0
KF239470,6931474728807,6931474728807,10
KF239469,6931474728821,6931474728821,10
KF239468,6931474728845,6931474728845,10
KF239467,6931474728869,6931474728869,10
KF239466,6931474730916,6931474730916,10
KF239465,6931474730930,6931474730930,10
KF239326,6931474761279,6931474761279,0
KF239464,6931474761187,6931474761187,10
KF239463,6931474742544,6931474742544,10
KF239303,6931474739650,6931474739650,0
KF239308,6931474765185,6931474765185,0
KF239299,6931474735027,6931474735027,10
KF239298,6931474735089,6931474735089,0
KF239297,6931474733054,6931474733054,10
KF239825,6931474711540,6931474711540,10
KF239296,6931474739797,6931474739797,10
KF239462,6957531076605,6957531076605,10
KF239461,6957531035909,6957531035909,0
KF239460,6931474748447,6931474748447,10
KF239459,6931474706782,6931474706782,10
KF239458,6931474742940,6931474742940,10
KF239457,6957531084563,6957531084563,10
KF239330,6931474761965,6931474761965,10
KF239456,6931474762023,6931474762023,0
KF239455,6931474746825,6931474746825,0
KF239817,6931474722423,6931474722423,10
KF239454,6931474765215,6931474765215,10
KF239453,6931474733900,6931474733900,0
KF239424,6931474762450,6931474762450,0
KF239423,6931474761361,6931474761361,10
KF239422,6931474744388,6931474744388,8
KF239421,6931474765437,6931474765437,0
KF239420,6931474766236,6931474766236,10
KF239419,6931474762047,6931474762047,10
KF239418,6931474761347,6931474761347,0
KF239417,6931474758514,6931474758514,10
KF239416,6931474757760,6931474757760,0
KF239415,6931474753472,6931474753472,10
KF239414,6931474753427,6931474753427,10
KF239413,6931474743879,6931474743879,10
KF239412,6931474743862,6931474743862,0
KF239339,6931474742568,6931474742568,10
KF239411,6931474733924,6931474733924,10
KF239410,6931474731715,6931474731715,10
KF239409,6931474725462,6931474725462,10
KF239408,6931474725431,6931474725431,10
KF239407,6931474722935,6931474722935,10
KF239406,6931474721693,6931474721693,10
KF239405,6931474721679,6931474721679,0
KF239404,6931474760289,6931474760289,10
KF239403,6931474707543,6931474707543,10
KF239402,6931474707536,6931474707536,10
KF239401,6931474707529,6931474707529,10
KF239400,6931474704344,6931474704344,0
KF239399,6931474702975,6931474702975,10
KF239398,6931474702951,6931474702951,10
KF239397,6957531065586,6957531065586,10
KF239396,6931474706508,6931474706508,10
KF239395,6931474753403,6931474753403,10
KF239776,6931474748423,6931474748423,10
KF239394,6957531072966,6957531072966,10
KF239393,6957531065593,6957531065593,10
KF239392,6931474734129,6931474734129,0
KF239843,6931474753519,6931474753519,5
KF239391,6931474730619,6931474730619,0
KF239390,6931474729477,6931474729477,0
KF239389,6931474729439,6931474729439,0
KF239370,6931474708557,6931474708557,0
KF239369,6931474758873,6931474758873,10
KF239368,6931474731654,6931474731654,10
KF239818,6957531055891,6957531055891,0
KF239367,6931474718457,6931474718457,0
KF239366,6931474718464,6931474718464,0
KF239365,6931474709608,6931474709608,0
KF239364,6931474750259,6931474750259,0
KF239363,6931474739414,6931474739414,0
KF239362,6931474717818,6931474717818,0
KF239361,6931474745330,6931474745330,0
KF239267,6931474751898,6931474751898,10
KF239266,6931474751911,6931474751911,0
KF239265,6931474751935,6931474751935,0
KF239261,6931474735522,6931474735522,0
KF239260,6931474735539,6931474735539,0
KF239259,6931474735546,6931474735546,0
KF239360,6931474765703,6931474765703,10
KF239359,6931474765765,6931474765765,10
KF239358,6931474765741,6931474765741,10
KF239357,6931474764843,6931474764843,10
KF239356,6931474764881,6931474764881,0
KF239355,6931474761910,6931474761910,0
KF239354,6931474741462,6931474741462,0
KF239273,6931474760241,6931474760241,0
KF239264,6931474760203,6931474760203,0
KF239263,6931474760227,6931474760227,1
KF239554,6931474748720,6931474748720,0
KF239258,6931474744869,6931474744869,10
KF239257,6931474744890,6931474744890,10
KF239256,6931474744920,6931474744920,0
KF239255,6931474734259,6931474734259,10
KF239235,6931474727398,6931474727398,0
KF239234,6931474719577,6931474719577,10
KF239233,6931474711656,6931474711656,10
KF239232,6931474711670,6931474711670,10
KF239229,6931474710529,6931474710529,0
KF239228,6931474710543,6931474710543,10
KF239227,6931474710567,6931474710567,0
KF239226,6931474708816,6931474708816,10
KF239225,6957531091110,6957531091110,0
KF239224,6957531091141,6957531091141,10
KF239223,6957531091172,6957531091172,0
KF239221,6957531089704,6957531089704,0
KF239220,6957531089766,6957531089766,0
KF239210,6957531085515,6957531085515,0
KF239209,6957531080251,6957531080251,0
KF239208,6957531080107,6957531080107,0
KF239207,6957531080121,6957531080121,0
KF239206,6957531080145,6957531080145,0
KF239205,6957531072881,6957531072881,10
KF239204,6957531072829,6957531072829,0
KF239203,6957531072843,6957531072843,10
KF239202,6957531072867,6957531072867,0
KF239219,6957531068808,6957531068808,0
KF239218,6957531068860,6957531068860,10
KF239217,6957531068921,6957531068921,10
KF239216,6957531068822,6957531068822,10
KF239215,6957531068884,6957531068884,10
KF239214,6957531068945,6957531068945,0
KF239213,6957531068846,6957531068846,0
KF239212,6957531068907,6957531068907,0
KF239211,6957531068969,6957531068969,0
KF239682,6957531062820,6957531062820,10
KF239681,6957531062882,6957531062882,10
KF239680,6957531062905,6957531062905,10
KF239679,6957531062868,6957531062868,0
KF239678,6957531062929,6957531062929,0
KF239277,6957531061182,6957531061182,0
KF239254,6957531042693,6957531042693,0
KF239276,6957531032014,6957531032014,0
KF239275,6957531032038,6957531032038,10
KF239274,6957531032069,6957531032069,0
KF239353,6931474735218,6931474735218,0
KF239816,6931474705884,6931474705884,10
KF239352,6931474705877,6931474705877,0
KF239351,6931474705860,6931474705860,10
KF239350,6957531080749,6957531080749,7
KF239349,6931474762153,6931474762153,6
KF239348,6931474762160,6931474762160,0
KF239347,6931474759924,6931474759924,0
KF239346,6931474759948,6931474759948,7
KF239345,6931474759863,6931474759863,10
KF239344,6931474759894,6931474759894,10
KF239343,6931474755957,6931474755957,10
KF239342,6931474751690,6931474751690,10
KF239553,6931474713421,6931474713421,10
KF239341,6931474716224,6931474716224,10
KF239340,6931474762405,6931474762405,0
KF239687,6931474762399,6931474762399,0
KF239336,6931474761989,6931474761989,0
KF239335,6931474761996,6931474761996,0
KF239334,6931474762009,6931474762009,0
KF239333,6931474762016,6931474762016,0
KF239332,6931474755025,6931474755025,0
KF239552,6957531080640,6957531080640,10
KF239331,6957531070283,6957531070283,10
KF239551,6957531070276,6957531070276,10
KF239329,6931474761958,6931474761958,10
KF239328,6931474761972,6931474761972,10
KF239324,6931474765468,6931474765468,0
KF239323,6931474765451,6931474765451,10
KF239322,6931474765482,6931474765482,0
KF239321,6931474765475,6931474765475,0
KF239325,6931474761293,6931474761293,0
KF239320,6931474748102,6931474748102,6
KF239319,6931474740540,6931474740540,10
KF239318,6931474740588,6931474740588,0
KF239317,6931474740601,6931474740601,0
KF239316,6931474738998,6931474738998,0
KF239315,6931474738912,6931474738912,10
KF239314,6931474738936,6931474738936,10
KF239311,6931474731036,6931474731036,0
KF239310,6931474731050,6931474731050,0
KF239307,6931474748263,6931474748263,10
KF239306,6931474748270,6931474748270,0
KF239550,6931474748201,6931474748201,0
KF239305,6931474748140,6931474748140,9
KF239302,6931474739674,6931474739674,10
KF239301,6931474739711,6931474739711,10
KF239295,6931474735041,6931474735041,10
KF239294,6931474735065,6931474735065,10
KF239293,6931474727718,6931474727718,10
KF239292,6931474748768,6931474748768,0
KF239823,6957531067276,6957531067276,10
KF239291,6931474714725,6931474714725,10
KF239290,6931474765222,6931474765222,10
KF239289,6931474728609,6931474728609,10
KF239288,6931474728593,6931474728593,0
KF239287,6931474729385,6931474729385,0
KF239286,6931474765161,6931474765161,10
KF239285,6931474765178,6931474765178,1
KF239284,6931474766168,6931474766168,0
KF239283,6931474766175,6931474766175,0
KF239815,6931474742964,6931474742964,0
KF239282,6931474746030,6931474746030,0
KF239269,6931474758835,6931474758835,10
KF239270,6931474758651,6931474758651,10
KF239271,6931474758675,6931474758675,10
KF239272,6931474758699,6931474758699,0
KF239281,6931474746085,6931474746085,0
KF239280,6931474755940,6931474755940,10
KF239279,6931474754424,6931474754424,0
KF239278,6931474766229,6931474766229,10
KF239201,6931474740175,6931474740175,0
KF239253,6931474741639,6931474741639,0
KF239252,6931474741646,6931474741646,0
KF239251,6931474741653,6931474741653,5
KF239250,6931474742094,6931474742094,0
KF239249,6931474742100,6931474742100,10
KF239248,6931474742117,6931474742117,2
KF239247,6931474742124,6931474742124,8
KF239200,6931474752857,6931474752857,0
KF239199,6931474752871,6931474752871,10
KF239198,6931474752888,6931474752888,10
KF239197,6931474752864,6931474752864,10
KF239246,6931474757807,6931474757807,0
KF239245,6931474757814,6931474757814,10
KF239244,6931474757845,6931474757845,8
KF239243,6931474757838,6931474757838,10
KF239242,6931474757821,6931474757821,10
